zpid,Status Type,Status Text,Time On Zillow,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address,Street,City,State,Zipcode,Latitude,Longitude,Broker Name,is zillow owned,Sold Date,Sold Price,Image URL,Detail URL,Search Page URL
92569175,SOLD,Sold,,2175000,1878,1158,2143600,1141,5570,,,2,3,"1920 4th Avenue UNIT 2502, Seattle, WA 98101",1920 4th Avenue UNIT 2502,Seattle,WA,98101,47.612988,-122.3393,,false,05/13/2022,2175000,https://photos.zillowstatic.com/fp/6f1834a22a1e0b767280477b599c516c-p_e.jpg,https://www.zillow.com/homedetails/1920-4th-Ave-UNIT-2502-Seattle-WA-98101/92569175_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
80123228,SOLD,Sold,,1300000,1498,868,1281100,855,3302,,,2,2,"819 Virginia Street UNIT 3207, Seattle, WA 98101",819 Virginia Street UNIT 3207,Seattle,WA,98101,47.616028,-122.3357,,false,05/12/2022,1300000,https://photos.zillowstatic.com/fp/ab0205812def2ee912b67310a28404fa-p_e.jpg,https://www.zillow.com/homedetails/819-Virginia-St-UNIT-3207-Seattle-WA-98101/80123228_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
2055997258,SOLD,Sold,,539000,579,931,530000,915,1368,,,1,1,"121 Stewart Street UNIT 508, Seattle, WA 98101",121 Stewart Street UNIT 508,Seattle,WA,98101,47.610695,-122.34058,,false,05/11/2022,539000,https://photos.zillowstatic.com/fp/b9f393f37411b610376176a0d0b4f3d9-p_e.jpg,https://www.zillow.com/homedetails/121-Stewart-St-508-Seattle-WA-98101/2055997258_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
89208800,SOLD,Sold,,1375000,1534,896,1354700,883,3491,,,2,2,"737 Olive Way UNIT 1900, Seattle, WA 98101",737 Olive Way UNIT 1900,Seattle,WA,98101,47.613564,-122.33405,,false,05/10/2022,1375000,https://photos.zillowstatic.com/fp/5c5b89a02c35d97dc67f5fde487abbf0-p_e.jpg,https://www.zillow.com/homedetails/737-Olive-Way-APT-1900-Seattle-WA-98101/89208800_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
48978079,SOLD,Sold,,877500,954,920,862600,904,2227,,,2,2,"1415 2nd Avenue UNIT 702, Seattle, WA 98101",1415 2nd Avenue UNIT 702,Seattle,WA,98101,47.608646,-122.33878,,false,05/09/2022,877500,https://photos.zillowstatic.com/fp/f758f28967328c8d99806fbc0f2b0a51-p_e.jpg,https://www.zillow.com/homedetails/1415-2nd-Ave-UNIT-702-Seattle-WA-98101/48978079_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
49086635,SOLD,Sold,,369900,609,607,363600,597,939,,,1,1,"1221 Minor Avenue UNIT 402, Seattle, WA 98101",1221 Minor Avenue UNIT 402,Seattle,WA,98101,47.611446,-122.32595,,false,05/09/2022,369900,https://photos.zillowstatic.com/fp/619cb69ce834cdaadaa57a15588ae0d3-p_e.jpg,https://www.zillow.com/homedetails/1221-Minor-Ave-APT-402-Seattle-WA-98101/49086635_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
92571293,SOLD,Sold,,750000,910,824,738800,812,1904,,,1,2,"1920 4th Avenue UNIT 1610, Seattle, WA 98101",1920 4th Avenue UNIT 1610,Seattle,WA,98101,47.612988,-122.3393,,false,05/09/2022,750000,https://photos.zillowstatic.com/fp/9a9fad133dce9fc08d182d28342f142d-p_e.jpg,https://www.zillow.com/homedetails/1920-4th-Ave-UNIT-1610-Seattle-WA-98101/92571293_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
337596169,SOLD,Sold,,679000,688,987,667500,970,1738,,,1,1,"1808 Minor Avenue UNIT 1700, Seattle, WA 98101",1808 Minor Avenue UNIT 1700,Seattle,WA,98101,47.617115,-122.330734,,false,05/09/2022,679000,https://photos.zillowstatic.com/fp/5a53719af9c784b44c25af91a9b7b9e6-p_e.jpg,https://www.zillow.com/homedetails/1808-Minor-Ave-1700-Seattle-WA-98101/337596169_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
61719203,SOLD,Sold,,419000,624,671,411700,660,1063,,,1,1,"1420 Terry Avenue UNIT 707, Seattle, WA 98101",1420 Terry Avenue UNIT 707,Seattle,WA,98101,47.612644,-122.32924,,false,05/05/2022,419000,https://photos.zillowstatic.com/fp/fb0de9c0fa5a78bb27971e7548cc01be-p_e.jpg,https://www.zillow.com/homedetails/1420-Terry-Ave-UNIT-707-Seattle-WA-98101/61719203_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
49117973,SOLD,Sold,,705000,843,836,694100,823,1788,,,1,1,"1900 Alaskan Way UNIT 403, Seattle, WA 98121",1900 Alaskan Way UNIT 403,Seattle,WA,98101,47.609573,-122.34472,,false,05/04/2022,705000,https://photos.zillowstatic.com/fp/65399ee4835c28f51edaf0940e46495a-p_e.jpg,https://www.zillow.com/homedetails/1900-Alaskan-Way-APT-403-Seattle-WA-98101/49117973_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
68478796,SOLD,Sold,,330000,404,817,324900,804,837,,,0,1,"1323 Boren Avenue UNIT 603, Seattle, WA 98101",1323 Boren Avenue UNIT 603,Seattle,WA,98101,47.61212,-122.328125,,false,05/04/2022,330000,https://photos.zillowstatic.com/fp/0c48263d12e739e210201795252c894a-p_e.jpg,https://www.zillow.com/homedetails/1323-Boren-Ave-APT-603-Seattle-WA-98101/68478796_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
2065499797,SOLD,Sold,,1576147,1041,1514,1548500,1488,3975,,,2,2,"121 Stewart Street UNIT 2107, Seattle, WA 98101",121 Stewart Street UNIT 2107,Seattle,WA,98101,47.610695,-122.34058,,false,05/04/2022,1576147,https://photos.zillowstatic.com/fp/76df8b125ce571c2190d45e0971111e1-p_e.jpg,https://www.zillow.com/homedetails/121-Stewart-St-2107-Seattle-WA-98101/2065499797_zpid/,https://www.zillow.com/seattle-wa-98101/sold/8_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D
49038756,SOLD,Sold,,685000,1050,652,,,2705,,,2,2,"1120 8th Avenue UNIT 1604, Seattle, WA 98101",1120 8th Avenue UNIT 1604,Seattle,WA,98101,47.609287,-122.32926,,false,05/03/2022,685000,https://photos.zillowstatic.com/fp/076a057f9be42db6ee367d6dc4a428a4-p_e.jpg,https://www.zillow.com/homedetails/1120-8th-Ave-APT-1604-Seattle-WA-98101/49038756_zpid/,https://www.zillow.com/seattle-wa-98101/sold/9_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D
89210695,SOLD,Sold,,1550000,1534,1010,1525800,995,3933,,,2,2,"737 Olive Way UNIT 2200, Seattle, WA 98101",737 Olive Way UNIT 2200,Seattle,WA,98101,47.613815,-122.33418,,false,05/03/2022,1550000,https://photos.zillowstatic.com/fp/54996915b6cb5466092cc526720425af-p_e.jpg,https://www.zillow.com/homedetails/737-Olive-Way-APT-2200-Seattle-WA-98101/89210695_zpid/,https://www.zillow.com/seattle-wa-98101/sold/9_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D
48981617,SOLD,Sold,,800000,1263,633,785600,622,3156,0.4075068870523416,acres,2,2,"98 Union St APT 709, Seattle, WA 98101",98 Union St APT 709,Seattle,WA,98101,47.608044,-122.33977,,false,04/29/2022,800000,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=47.6080436706543,-122.33976745605469&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=BeuCkFXAwnnVmFipMtHQLQUTNZE=",https://www.zillow.com/homedetails/98-Union-St-APT-709-Seattle-WA-98101/48981617_zpid/,https://www.zillow.com/seattle-wa-98101/sold/9_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D
49086648,SOLD,Sold,,562000,930,604,517100,556,1329,,,2,2,"1221 Minor Avenue UNIT 503, Seattle, WA 98101",1221 Minor Avenue UNIT 503,Seattle,WA,98101,47.611446,-122.32595,,false,04/29/2022,562000,https://photos.zillowstatic.com/fp/7162148498c8b41bea9df82b861bed51-p_e.jpg,https://www.zillow.com/homedetails/1221-Minor-Ave-APT-503-Seattle-WA-98101/49086648_zpid/,https://www.zillow.com/seattle-wa-98101/sold/9_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D
88875057,SOLD,Sold,,4700000,2602,1806,4625000,1777,12028,,,2,3,"1521 2nd Avenue UNIT 3500, Seattle, WA 98101",1521 2nd Avenue UNIT 3500,Seattle,WA,98101,47.609688,-122.33974,,false,04/29/2022,4700000,https://photos.zillowstatic.com/fp/f200b483b25840a3cc5417bb46b97aab-p_e.jpg,https://www.zillow.com/homedetails/1521-2nd-Ave-APT-3500-Seattle-WA-98101/88875057_zpid/,https://www.zillow.com/seattle-wa-98101/sold/9_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D
