,url,text_content,csv_name
10,https://www.redfin.com/WA/Seattle/12213-76th-Ave-S-98178/home/198027,"This charming 2 bedroom home has been completely updated! New electrical & heating systems including furnace. The bright kitchen features new SS appliances, cabinets, quartz counters & subway tiles. The bathroom shines with new tile, fixtures & vanity. New roof, windows, all doors, luxury wood-like flooring, insulation & paint inside/out. Enjoy the large, peaceful backyard with storage shed. Close to public transportation, freeways, shopping and Boeing. Free 1 year home warranty. Welcome home! Show less",Redfin98178.csv
11,https://www.redfin.com/WA/Seattle/10760-Renton-Ave-S-98178/home/176902,"This is a gorgeous home located in the Skyway area. This house has restored original hard wood floors with porcelain tile flooring in the kitchen, bathroom and the laundry room. All new kitchen appliances with unique butcher board counter tops. New carpet in the recreation room. White floor trimming throughout the home. Fresh interior and exterior paint. Nice fireplace in the living room with a prestigious wood burning stove in the recreation that is ideal for the winter months. This home has a great layout for entertaining or simply relaxing.  You are going to love this one! Show more",Redfin98178.csv
12,https://www.redfin.com/WA/Seattle/7603-S-115th-St-98178/home/199755,"This investor-friendly home is *so* close to being a full 2,568 finished square feet. The basement was a separate living space (with separate entrance) with kitchen, 2 baths, and 2 bedrooms prior to some water damage (which has been mitigated). This means you can have an extra 1,152 finished square feet by adding drywall and flooring downstairs! Lots of updates on the main level, including coffered ceilings, granite counters, new cabinets, new vanities (with extras available), tile wainscoting, and new lighting. This property is sold as-is with no additional repairs offered. Show more",Redfin98178.csv
13,https://www.redfin.com/WA/Seattle/7804-S-116th-St-98178/home/197885,"Beautiful Custom Modern home w/ panoramic Lake WA Views! Created in 2020 located on ¼+ acre w/ golf putting green, playset, basketball hoop, & fire pit. Multi-level boasts 6 beds/6 baths. Lower bedroom setup as home theatre, full 2nd kitchen, great room w/ gas FP, bedroom, ¾ bath, full bath, & 2nd utility closet. 2nd primary on main w/ 5pc bath, dining/living rooms, den, & mud room. Kitchen has Viking & Meile applcs, Espresso maker, 6 burner cooktop, wine cooler, quartz counters/eating island, & breakfast nook. Gorgeous 35' glass paneled Nanawall opens to viewing deck & hot tub. Upper living has 3 lake view bedrooms w/ primary suite, 5-pc bath, balcony, & deck. Covered outdoor living area w/ gas FP built-in BBQ. A/C.2 Car attached garage. Show more",Redfin98178.csv
14,https://www.redfin.com/WA/Seattle/6621-S-131st-Pl-98178/home/196604,"MOVE-IN READY 3 bed/1.75 bath home on a large, fully fenced lot w/ southwest views! Located 15 minutes from DT Seattle on a quiet dead-end street, this charming home just received major updates: new sewer line, new lower level 3/4 bath, new paint inside & out, new deck & patio, newly enclosed front porch and much more. Main floor features 2 bedrooms, full bath, remodeled kitchen w/SS appliances, W/D, and radiant-heated hardwood floors. The re-imagined lower-level guest suite offers many options: ultimate tv/game room or offset the mortgage w/ AirBnB income or add kitchenette for yearly rental. Home looks out over huge backyard w/ plenty of room to play, garden or future expansion. Seller-procured inspection report available. Show less",Redfin98178.csv
15,https://www.redfin.com/WA/Seattle/10754-66th-Ave-S-98178/home/176355,NA,Redfin98178.csv
16,https://www.redfin.com/WA/Seattle/12061-Renton-Ave-S-98178/home/196427,"1944 ramble 3 bedrooms and 1 bathroom. parking in the front. One car garage has been converting to living space. sold ""AS IS "" Show more",Redfin98178.csv
17,https://www.redfin.com/WA/Seattle/10809-Rustic-Rd-S-98178/home/197813,"Located in the Lakeridge area, just a short walk from Lakeridge Park and blocks away from Lake Washington. This is a fully remodeled 1-story property with hardwood flooring, quartz countertops, tiled floors, stainless steel appliances in the kitchen, great room concept. Large living area windows flood the room with light or enjoy the new deck in back and fully fenced private back yard, perfect for entertaining. New interior paint throughout, three bedrooms and two full bathrooms. Master bedroom bathroom with tub and shower. Multiple schools near by. New 200-amp electrical, plumbing, roofing, heat pump, and siding. Stop by this like new house. Show more",Redfin98178.csv
18,https://www.redfin.com/WA/Seattle/7442-S-116th-St-98178/home/197891,"Turn-Key Mid-century Craftsman in convenient Lakeridge neighborhood.  Well-maintained, NEW Roof & updated Kitchen. You will love NEW quartz countertops & full backsplash + NEW undermount sink & faucet. Fully renovated in 2006 w/updated plumbing/electrical. This adorable cottage includes heated tile floors in kitchen, bath & laundry! Craftsman details, crown molding, lighting accents & oak hardwoods. Gas fireplace & commercial gas HWT make this a very comfortable living home. Private backyard & fire-pit, perfect for BBQs. Detached 20x24 Garage/Shop w/overhead storage & 100 amp service. All appliances & W/D included. Lakeridge Swim Club & Lake WA steps away! DADU- Detached Additional Dwelling Unit Potential! Show more",Redfin98178.csv
19,https://www.redfin.com/WA/Seattle/13106-83rd-Lot-5-3-LN-S-98178/home/174474296,"Earlington Village is near Lake Washington's Sounders & Seattle Seahawks training centers. You will love the designer colors and fine finishes, this home offers you an on-trend style with a sleek & modern appeal! A spacious central living area on the main floor is highlighted by a grand gourmet kitchen complete with a huge eat-in island, stainless appliances, and a built-in buffet, plus a convenient and comfortable dining area. On the upper level, a lovely primary awaits, complete with territorial views and a gorgeous bath. You’ll also find two additional, sizable bedrooms, a full bath, a tech nook (for all your essential devices), and a full laundry room. Come home to your two-car garage with space for bikes, storage, and a workbench! Show more",Redfin98178.csv
20,https://www.redfin.com/WA/Seattle/7634-S-112th-St-98178/home/199081,"Welcome to Lakeridge! This charming mid-century rambler has a super private feel with amazing hedges on a quiet street. 3 bedrooms and 1.5 baths, 1,350 square feet opens up to a sweet flagstone entry, leading to the living room with cozy fireplace. Gorgeous hardwood floors in kitchen and bedrooms. Extra finished room includes the half bath. Walk out to the back patio and enjoy the quiet comfort. All appliances & W/D included. Easy access to I-405 and I-5. Lakeridge Swim Club & Lake WA steps away! This home is perfect for a first time home buyer! A little love will bring this house back to its glory days! Show less",Redfin98178.csv
21,https://www.redfin.com/WA/Seattle/7248-S-126th-St-98178/home/196111,NA,Redfin98178.csv
22,https://www.redfin.com/WA/Seattle/7511-S-Taft-St-98178/home/177443,"Immaculate 1,700 SF 2 bedroom Romantic 1909 Cottage with superb views of the lake/mntn.Very convenient yet very private location on 4,601 SF Lot. Newly graveled off street parking. New Insulated windows. Beautiful kitchen & bath. Big living room with grand fireplace.  Also a nice private view deck.  Plenty of room for expansion into the large high ceiling basement for those of you looking for property with big storage spaces or value-adding potential. Gas heat,  This could be your urban getaway. Show more",Redfin98178.csv
23,https://www.redfin.com/WA/Seattle/8549-S-120th-St-98178/home/197839,"Absolutely fabulous bungalow ready to move right in! All of the spendy upgrades have been done. New windows, new paint, flooring, Gas furnace with A/C and heat pump, and too much to list. Add to that the surrounding yard with mature plantings and a parking pad for 2 cars. Lower level basement would be easy to make into an apartment or studio. They do not come much cleaner or with more charm than this one. Come see it today! Show less",Redfin98178.csv
24,https://www.redfin.com/WA/Seattle/8508-S-116th-St-98178/home/144466509,"NEW construction & be sure not to miss the Attached ADU (unfinished) downstairs. NEW PRICE! Beautifully built Bryn Mawr modern craftsman features 4 beds, 3 baths and over 2400 sq ft of living space. Gorgeous island kitchen features quartz countertops, soft close shaker cabinets, gas range, full tile backsplash, and stainless steel appliances. Baths showcase tile showers, quartz countertops, double sink vanities and tile heated tile floors in 5 pc master bath. In addition, there is a Large unfinished basement of approximately 850 SF with extra high ceiling, separate from the main house, ready to be finished as an additional dwelling along with alley access. Excellent location with easy commutes to downtown. Show more",Redfin98178.csv
25,https://www.redfin.com/WA/Seattle/12058-Renton-Ave-S-98178/home/198329,NA,Redfin98178.csv
26,https://www.redfin.com/WA/Tukwila/12215-45th-Ave-S-98178/home/188413,"Builder or Investment Opportunity! Home on 12,00 SF lot in Tukwila is ready for your imagination! Potential for future subdivide (according to City Planning). House, shop, shed and garage are on half the property, the other half is vacant. House is gutted and ready for remodel or start over with your own design. Shop has tons of storage & space. Property is plat lot level, fully fenced, & has RV parking. lots of possibilities! Up and coming neighborhood with easy access to Interurban Trail, Duwamish River, community center park. centrally located for I-5, I -405, WA- 99 making an easy commute into the city. Bring your tool belt and make this wonderful property! Sale AS IS Show less",Redfin98178.csv
27,https://www.redfin.com/WA/Seattle/6725-S-116th-Pl-98178/home/176245,"This charming home in a great location of Seattle. Home features 5 bedrooms with nice flooring throughout, nice modern cabinets with appliances and much more. Great layout helps showcase the home. Large windows provide lots of natural light. MUST SEE!!! ",Redfin98178.csv
28,https://www.redfin.com/WA/Seattle/7311-S-115th-St-98178/home/176145,"Great home to flip or upgrade yourself, for yourself.  Sweet 1944 home with oak floors, cedar siding, gas/wood fireplace, updated electrical, heating, and plumbing, quality windows, etc.  Great location near Lakeridge Swim Club, Lakeridge Park & Playfield, Kubota Gardens.  Larger backyard, oversize one-car garage (DADU potential?).  The house has been vacant for about four years and while the house itself is in solid condition (the home had a quality stud-up remodel done around 2005), there is some serious cleanup that needs to take place both inside and outside of the house, and repairs.  This home is truly a diamond-in-the-rough.  Once the home is cleaned up with noted repairs, then you are likely sitting on a $600k to $700k valued home. Show less",Redfin98178.csv
29,https://www.redfin.com/WA/Seattle/10312-Rainier-Ave-S-98178/unit-312/home/185397264,"*PRICE IMPROVEMENT* Waterfront Townhouse on the shores of Lake Washington! This extraordinary three level home is perched over the lake in a peaceful & gated enclave. This is the only unit with a huge side deck! Unit has 2 bedrooms, 2.5 baths, walls of windows w/endless views of Lake Washington! Main level has kitchen w/pantry, dining, living and 1/2 bath. 2nd level includes primary bedroom, sitting area & full bath. 3rd level has bedroom with WIC and 3/4 bath & each bedroom has a private view deck. Secure garage space & Storage unit is included. Come see the dock & moorage outside your back door & your gateway to all that Lake WA has to offer! Major exterior remodel, ask your agent for detail sheet or email listing broker for details. Show less",Redfin98178.csv
30,https://www.redfin.com/WA/Seattle/7620-S-113th-St-98178/home/197733,"Welcome to Lakeridge! 3br/3ba classic floorplan features open sight lines throughout main living area. Updated kitchen w/quartz counters & newer refrigerator. Sunny eating area off the kitchen walks out to an entertainment-sized deck w/gorgeous territorial views. Lower level family room. Covered patio & wonderful fenced courtyard off the lower level. Enormous workshop on lower level-your hobbyist's dream! Versatile spaces can be finished into additional living area or 2nd kitchen. Sought-after Lakeridge community w/memberships available to the Lakeridge pool & tennis club. Ideal commuter location with easy access to freeways, SeaTac airport, downtown Renton, Renton Landing/Southport, downtown Seattle, major retail, dining & business hubs Show less",Redfin98178.csv
31,https://www.redfin.com/WA/Seattle/8727-S-133rd-Pl-98178/home/8187028,NA,Redfin98178.csv
32,https://www.redfin.com/WA/Seattle/10300-Rainier-Ave-S-98178/unit-312/home/24847,NA,Redfin98178.csv
33,https://www.redfin.com/WA/Seattle/5718-S-Ryan-St-98178/home/178502,"FIRST TIME ON THE MARKET! Embrace the old world charm in this one of a kind property!! Charming 1936 home with views of Seattle skyline and peek-a-boo view of Lake WA. This 3 bedroom, 1.75 bath gem features 1910 sq ft of living space, refinished original hardwood floors, fresh interior paint, built-in shelves, tankless water heater. Lower level primary bedroom with en-suite bathroom and walk-in closet; potential ADU plumbed for kitchen. Large 11,610 sqft lot offers potential for DADU (buyer to verify). Conveniently located with easy access to I-5, Downtown Renton, Landing, and just minutes to Seward Park, Columbia City, transit, Rainier Beach light rail station, Kubota Garden. Show more",Redfin98178.csv
34,https://www.redfin.com/WA/Tukwila/5009-S-122nd-Ln-98178/home/22807923,"Reasonable living in a 2 story home built in 2017. Home features 3 bedrooms, 2.5 baths. Hardwood floors on the main level, large living room w/ gas fireplace. Dining room w/ slider to the backyard. Spacious Kitchen w/ granite counters, cherry colored cabinets, stainless steel appliances, gas range, walk in pantry next to the garage. Upper level has office/den area, big primary bedroom w/ 4 piece primary bathroom w/ double sinks, granite counters, walk in closet. Upgrade side and backyard and more parking spaces. It is just minutes to great recreation and shopping options in Tukwila's Community Center and Seattle area. Easy access to Hwy's I-5, I-405 and SR-509. Pre-inspection available. Show more",Redfin98178.csv
35,https://www.redfin.com/WA/Seattle/7027-S-Lakeridge-Dr-98178/home/197766,"Live large in this beautifully remodeled Lakeridge craftsman. Home features 4 bedrooms, 3.5 baths, office, bonus & downstairs media room! Expansive 180 degree views of Lake Washington & city skyline. Sun lit kitchen with granite counters, SS appliances & leaded glass cabinets. Newer gleaming Acacia hardwoods, large walk in pantry, some new paint, home speakers w/individual room controls, gas fireplace, A/C, updated systems & contemporary touches throughout. Primary bedroom w/spacious spa like bath, large closet & lake view balcony. Street to alley lot w/large deck that overlooks expansive yard and garden area complete with sprinklers. 1 car attached garage and street parking. Close to downtown,The Landing & Westfield Mall, This is must see! Show more",Redfin98178.csv
36,https://www.redfin.com/WA/Seattle/13126-83rd-Lot-7-4-LN-S-98178/home/173532250,"The area's best-kept secret is Earlington Village, 5 minutes from Renton Landing where you'll enjoy Top Golf, Lake Washington's waterfront, shopping, dining & more! This like-new, barely lived-in townhome is everything you want w/ a phenomenal layout, 2-car garage, and peekaboo views of Mt Rainer from primary suite. Epicurean kitchen boasts sleek quartz counters, chic tile backsplash, pantry & high-end SS appliances. Top-level boasts 3 generously sized bedrooms all with large walk-in closets plus a lower-level guest suite with individual bedroom & full bath. Upgraded w/ modern tile accents throughout, bold wide-plank engineered hardwoods, A/C & pro-grade sealed garage floor. Terrific community garden, sport court & healthy HOA. This is it! Show less",Redfin98178.csv
37,https://www.redfin.com/WA/Tukwila/12225-47th-Ave-S-98178/home/188192,"This 3 bed 2 bath house was built in 2002, it was just recently refreshed, full of nature light. Near park, community center, schools, freeways & shopping.  Main floor features kitchen with granite countertops, new stainless steel appliances, dining and great room, powder room, full size laundry.  Upstairs has master bedroom and 2 additional decent size bedroom with shard bathroom. Recent updated also includes fresh paint in & out.  Plus attached  one car garage plus plenty street and off street parking.  Fully fence yard with storage shed. Great layout, no waste space. Close to schools parks freeways & shopping. 2 mature cherry trees. Move-in ready Show more",Redfin98178.csv
38,https://www.redfin.com/WA/Seattle/10640-Forest-Ave-S-98178/home/199199,"Welcome to this remodeled mid-century modern jewel—4-bedrooms and 3-baths spread over 2,180 sq ft of classic elegance. This stunning property, located just south of Rainier Beach, has a fabulous east view of Lake Washington. The open-concept living area includes a wood-burning fireplace, wood floors and an upgraded kitchen. Spacious bedrooms on both the main and lower levels include ample closet space and modern bathrooms. The expansive back yard is perfect whether you want to entertain a crowd, or just put up your feet and enjoy the view from the covered patio. Come and see this timeless masterpiece today! Show less",Redfin98178.csv
39,https://www.redfin.com/WA/Seattle/10023-Waters-Ave-S-98178/home/176357,"Upper Rainier Beach Charmer with amazing views of Lake WA & the Cascade Mountains! Large windows throughout maximizes the view and natural light intake. Living area features original hardwood floors and slate gas fireplace. Sizable and functional kitchen with plenty of cabinets. Enjoy the view from the kitchen and dining room too. Retro full bathroom. Ample sized bedroom with two closets and desk nook. Original hardwood floors and double paned windows throughout. Walk-out deck off of kitchen extends your living space. Off street parking pad. Short stroll to delish eateries in Old Town Rainier Beach, Lake WA access & hiking in Deadhorse Canyon. Short drive to everything RB and Renton has to offer. EZ access to freeways and bus line. Show less",Redfin98178.csv
40,https://www.redfin.com/WA/Seattle/8427-S-123rd-Pl-98178/home/198867,"Looking for a great project in an awesome location? This is the one for you! On the crest of a sweet, quiet hillside street in Bryn Mawr, this fixer offers endless possibilities. The existing home has great bones and spacious 1500 sq ft main floor with 4 bedrooms, two baths, substantial living area and large kitchen. Unfinished basement and 2 car tandem garage. But the best thing is the lovely mountain, territorial, and peekaboo lake views. Adding a second story could give amazing vistas! 7500 square foot lot also gives you room to spread out the already generous footprint. Natural gas in street. Bring your ideas to life! Show less",Redfin98178.csv
41,https://www.redfin.com/WA/Seattle/7418-S-129th-St-98178/home/196461,"Custom built, two level mid-century modern enjoys gorgeous mountain views, has been freshened up with so much new! New paint inside and out, new carpet, new lighting, new windows, new and refinished flooring/cbntry, new roof and gutters are significant improvements. Expansive rooms, two frplcs, lots of windows really deliver. Generous kitchen with barstool seating, plentiful storage; sizable bdrms have cedar-lined closets; two stylish baths. Lower level features family rm, fourth bdrm. Huge unfinished space plumbed for bath, wet bar and sizable work shop. South-facing view decking, two car garage, ample prkg. Quiet end-street setting perfectly situated to  amenities, light rail, major commutes, Seattle and Renton. Show more",Redfin98178.csv
42,https://www.redfin.com/WA/Seattle/5611-S-Prentice-St-98178/home/178349,"Come admire this adorable craftsman filled with updates while maintaining its 1950's charm. Enjoy the spacious living room and 2 large bedrooms with updated flooring and double pained windows throughout. Both the home and 2+ car detached garage have a newer roof and fresh paint. The detached garage is already wired and combined with its size creates great opportunity. The home boasts an appealing front yard and a back yard with plenty of space for entertaining, gardening, and even a chicken coop! Located minutes from Renton Landing, Southcenter Mall, Downtown Seattle, Seward Park and more! Show more",Redfin98178.csv
43,https://www.redfin.com/WA/Seattle/6233-S-117th-Pl-98178/home/196987,"Model-quality MidCentury Rambler built in the heart of the era that Atomic Ranch fans fall in love with. All the authentic bells & whistles are here, the current owner is a true believer and has revived all the pure elements into a textbook MCM showcase: Gleaming oak hardwoods thru out, definitive sandstone corner firepl w/ hearth, original cabinets, lino, formica in kitchen, period light fixtures, and quintessential pink tile bath. The nearly 600sqft enclosed patio with firplc is outdoor living at its finest, fantastic for entertaining or comfortable “getaway” for quiet enjoyment. Gas cooking & heat, double-paned windows, new roof 2015. Ideal location, just min. toI-5, 405, Light Rail, SeaTac, Kubota Gardens, Redwing Bistro-everywhere! Show less",Redfin98178.csv
44,https://www.redfin.com/WA/Seattle/11714-Luther-Ave-S-98178/home/178884,"Step into your dream home - this nice property boasts air conditioning, 2 cozy fireplaces and a spacious living room and kitchen! Entertain in style on the good size back deck or retreat to the spacious living room with newly remodeled hardwood floors and remodeled kitchen for a relaxing day at home. Looking for more space? Check out the generous sized basement, perfect for a game room or home theater! Your furry friends will love the fenced backyard giving them room to run and play in. Enjoy views of Mount Rainier from the comfort of your home all while staying protected with a new roof. With all of these incredible features, this home is sure to sell quickly. Don't miss the opportunity to make it yours today! Show more",Redfin98178.csv
45,https://www.redfin.com/WA/Seattle/10154-Rainier-Ave-S-98178/home/177631,NA,Redfin98178.csv
46,https://www.redfin.com/WA/Seattle/8214-S-132nd-St-98178/unit-9-7/home/178438607,NA,Redfin98178.csv
47,https://www.redfin.com/WA/Seattle/12010-69th-Ave-S-98178/home/195506,"{An opportunity to own in Seattle} - Property is adorned w/mature fruit trees & bright seasonal blooms. Inside gives a warm & cozy feel, with abundant natural light that highlights the refinished hardwood floors. Full sized basement allows for extra bonus room/rec room with potential to be finished into more bedrooms! Don't forget to check out the lifetime metal shake roof. With all the charm you can handle this 2 bed 1 bath home is close to schools, transit and minutes from the airport. Book your showing today! Show less",Redfin98178.csv
48,https://www.redfin.com/WA/Seattle/12600-57th-Ave-S-98178/unit-D203/home/25325,"Welcome to Valley View! Hurry to this fabulous South Seattle loft condo w/open concept living. Great floor plan w/kitchen, dining, living room-tons of windows & tremendous natural light. Guests can cozy up to the kitchen eating bar or use the big space for a formal dining room table. Living room w/vaulted ceilings & corner wood burning fireplace. The westerly facing deck is perfect for BBQ & has territorial views plus watch for spectacular sunset colors! Smart built-in storage at the stair landing. Loft style primary suite w/built-in desk/office nook. Great bedroom storage & large enough space for a King bed & furniture. Adorable updated bathroom w/deep jacuzzi tub. Tons of onsite parking. So much to love here! Why rent when you can own? Show less",Redfin98178.csv
49,https://www.redfin.com/WA/Seattle/10219-66th-Ave-S-98178/home/176686,"Here It Is! Beautifully renovated dream mid-century brick home in quiet Rainier Beach community is now available! This home has it all: Gas forced air heat and tankless water heater, new electric panel, SMART wiring and updated PEX plumbing! Open living and dining room boast original hardwoods and partial Lake Washington views, complete with a gas burning fireplace to take off the northwest chill. Updated cabinets in kitchen! Freshly remodeled bathroom, complete with bidet! The serene terraced backyard is ready and waiting for spring! Abandoned alley space behind the fence is used as a vegetable garden! Desirable location minutes from Lakeridge Park/Dead Horse Canyon hiking trails, Lake Washington, I-5 and VIA pick up Transit to Light Rail! Show more",Redfin98178.csv
50,https://www.redfin.com/WA/Seattle/10705-55th-Ave-S-98178/home/178103,"Cozy rambler with tasteful updates in upper Rainier Beach! Tucked away on a private dead-end street, this home boasts beautiful Territorial views with a spacious yard for gardening and entertaining. Large driveway offers plenty of parking, detached storage, and  additional outdoor entertaining space. Updates include new fence, roof, plumbing, crawl space insulation, kitchen sink, bathroom fixtures and fresh paint throughout! Conveniently located near schools, parks, bus lines, shopping, light rail & freeways. Just minutes to Downtown Seattle, Boeing, and Seatac airport. Turnkey and pre-inspected! Show less",Redfin98178.csv
51,https://www.redfin.com/WA/Seattle/7035-S-133rd-St-98178/unit-C100/home/11904138,"Come see this charming two bedroom, two full bath Garden level condo in the SpringBrook Reserve. Commuters delight. Close to I405, I5, SR167, rail station and bus. Minutes to DT Seattle and Eastside. Open kitchen with large living space and sliders to patio overlooking greenbelt, electric fireplace, in unit full W/D, reserved covered parking and storage space. Close to shopping, schools and amenities. No rental cap, pet friendly. Previous buyer fell out of contract due to financing. Show less",Redfin98178.csv
52,https://www.redfin.com/WA/Seattle/12052-75th-Ave-S-98178/home/197948,"Location is EVERYTHING in homeownership. Just minutes from Downtown Seattle. Enjoy city skyline views from your yard. Close to freeway access, dining, shopping & schools. Large lot, huge detached two car garage (potential for DADU), ample parking/driveway space. Quiet, established neighborhood. This is where wealth building starts! Main level features living room, kitchen with adjoining dining area. Two main level bedrooms, and full bath. Oversized utility/pantry. Finished second floor primary ensuite with bed, full bath and WIC, Double paned windows throughout and faux wood blinds. Mini splits for heating and cooling on both levels with additional gas furnace as backup. So much potential for this space inside and out. Show more",Redfin98178.csv
53,https://www.redfin.com/WA/Seattle/12042-Renton-Ave-S-98178/home/197155,"A sought after starter home or lucrative investment presented here featuring 5 bedrooms/2 baths, kitchen with chocolate maple wood cabinet & tan Brown granite; professionally installed with undermount double ss sink wrapped-up by a garden window, some appliances stay, basement with separate entry, a 2-car detached garage, and lots of space in backyard. Convenient location to schools, businesses with easy access to I405, SR167, Boeing, PACCAR, Seatac airport, Kent industrial district. Sold as is, No inspection report. Currently rented on month to month . Show more",Redfin98178.csv
